"","agency_cd","site_no","sample_dt","sample_tm","sample_end_dt","sample_end_tm","sample_start_time_datum_cd_reported","tm_datum_rlbty_cd","coll_ent_cd","medium_cd","project_cd","aqfr_cd","tu_id","body_part_id","hyd_cond_cd","samp_type_cd","hyd_event_cd","sample_lab_cm_tx","parm_cd","remark_cd","result_va","val_qual_tx","meth_cd","dqi_cd","rpt_lev_va","rpt_lev_cd","lab_std_va","prep_set_no","prep_dt","anl_set_no","anl_dt","result_lab_cm_tx","anl_ent_cd","startDateTime","sample_start_time_datum_cd"
"344","USGS","01209700",2016-06-28,"10:10",NA,NA,"EST","K","USGS","WS","30G1EQW00",NA,NA,NA,"4","9","9","L-1870012 FED EX LATE DELIVERY   Received July 05, 2016   X=ok to log in per kmbeauli Chilled containers received warm at 18.1  Degrees C","00631",NA,0.646,"*","RED01","S",0.04,"DLDQC",NA,NA,NA,"KNO316195B",20160713,NA,"USGSNWQL",2016-06-28 15:10:00,"UTC"
"345","USGS","01209700",2016-06-28,"10:10",NA,NA,"EST","K","USGS","WS","30G1EQW00",NA,NA,NA,"4","9","9","L-1870012 FED EX LATE DELIVERY   Received July 05, 2016   X=ok to log in per kmbeauli Chilled containers received warm at 18.1  Degrees C","00660",NA,0.099,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-28 15:10:00,"UTC"
"346","USGS","01209700",2016-06-28,"10:10",NA,NA,"EST","K","USGS","WS","30G1EQW00",NA,NA,NA,"4","9","9","L-1870012 FED EX LATE DELIVERY   Received July 05, 2016   X=ok to log in per kmbeauli Chilled containers received warm at 18.1  Degrees C","00665",NA,0.06,"*","CL021","S",0.004,"DLDQC",NA,NA,NA,"PELW194E",20160714,NA,"USGSNWQL",2016-06-28 15:10:00,"UTC"
"347","USGS","01209700",2016-06-28,"10:10",NA,NA,"EST","K","USGS","WS","30G1EQW00",NA,NA,NA,"4","9","9","L-1870012 FED EX LATE DELIVERY   Received July 05, 2016   X=ok to log in per kmbeauli Chilled containers received warm at 18.1  Degrees C","00671",NA,0.032,"*","PHM01","S",0.004,"DLDQC",NA,NA,NA,"KONE16193A",20160712,NA,"USGSNWQL",2016-06-28 15:10:00,"UTC"
"348","USGS","01209700",2016-06-28,"10:10",NA,NA,"EST","K","USGS","WS","30G1EQW00",NA,NA,NA,"4","9","9","L-1870012 FED EX LATE DELIVERY   Received July 05, 2016   X=ok to log in per kmbeauli Chilled containers received warm at 18.1  Degrees C","62855",NA,0.96,"*","AKP01","S",0.05,"DLDQC",NA,NA,NA,"PTNP189A",20160708,NA,"USGSNWQL",2016-06-28 15:10:00,"UTC"
"349","USGS","01209700",2016-07-05,"09:10",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"8","9","9",NA,"00605","<",0.44,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-05 14:10:00,"UTC"
"350","USGS","01209700",2016-07-05,"09:10",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"8","9","9",NA,"00608","<",0.01,NA,"SHC02","S",0.01,"DLDQC",NA,NA,NA,"KONE16209A",20160727,NA,"USGSNWQL",2016-07-05 14:10:00,"UTC"
"351","USGS","01209700",2016-07-05,"09:10",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"8","9","9",NA,"00613",NA,0.013,NA,"DZ001","S",0.001,"DLDQC",NA,NA,NA,"KONE16209A",20160727,NA,"USGSNWQL",2016-07-05 14:10:00,"UTC"
"352","USGS","01209700",2016-07-05,"09:10",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"8","9","9",NA,"00618",NA,0.491,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-05 14:10:00,"UTC"
"353","USGS","01209700",2016-07-05,"09:10",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"8","9","9",NA,"00631",NA,0.504,NA,"RED01","S",0.04,"DLDQC",NA,NA,NA,"KNO316200A",20160718,NA,"USGSNWQL",2016-07-05 14:10:00,"UTC"
"354","USGS","01209700",2016-07-05,"09:10",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"8","9","9",NA,"00660",NA,0.091,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-05 14:10:00,"UTC"
"355","USGS","01209700",2016-07-05,"09:10",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"8","9","9",NA,"00665",NA,0.105,NA,"CL021","S",0.004,"DLDQC",NA,NA,NA,"PELW195A",20160714,NA,"USGSNWQL",2016-07-05 14:10:00,"UTC"
"356","USGS","01209700",2016-07-05,"09:10",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"8","9","9",NA,"00671",NA,0.03,NA,"PHM01","S",0.004,"DLDQC",NA,NA,NA,"KONE16209A",20160727,NA,"USGSNWQL",2016-07-05 14:10:00,"UTC"
"357","USGS","01209700",2016-07-05,"09:10",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"8","9","9",NA,"62855",NA,0.95,NA,"AKP01","S",0.05,"DLDQC",NA,NA,NA,"PTNP193A",20160711,NA,"USGSNWQL",2016-07-05 14:10:00,"UTC"
"358","USGS","01209700",2016-07-12,"08:50",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"9","9","9",NA,"00605",NA,0.32,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-12 13:50:00,"UTC"
"359","USGS","01209700",2016-07-12,"08:50",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"9","9","9",NA,"00608",NA,0.02,NA,"SHC02","S",0.01,"DLDQC",NA,NA,NA,"KONE16200A",20160718,NA,"USGSNWQL",2016-07-12 13:50:00,"UTC"
"360","USGS","01209700",2016-07-12,"08:50",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"9","9","9",NA,"00613",NA,0.003,NA,"DZ001","S",0.001,"DLDQC",NA,NA,NA,"KONE16200A",20160718,NA,"USGSNWQL",2016-07-12 13:50:00,"UTC"
"361","USGS","01209700",2016-07-12,"08:50",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"9","9","9",NA,"00618",NA,0.505,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-12 13:50:00,"UTC"
"362","USGS","01209700",2016-07-12,"08:50",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"9","9","9",NA,"00631",NA,0.508,NA,"RED01","S",0.04,"DLDQC",NA,NA,NA,"KNO316201B",20160720,NA,"USGSNWQL",2016-07-12 13:50:00,"UTC"
"363","USGS","01209700",2016-07-12,"08:50",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"9","9","9",NA,"00660",NA,0.183,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-12 13:50:00,"UTC"
"364","USGS","01209700",2016-07-12,"08:50",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"9","9","9",NA,"00665",NA,0.088,NA,"CL021","S",0.004,"DLDQC",NA,NA,NA,"PELW200G",20160721,NA,"USGSNWQL",2016-07-12 13:50:00,"UTC"
"365","USGS","01209700",2016-07-12,"08:50",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"9","9","9",NA,"00671",NA,0.06,NA,"PHM01","S",0.004,"DLDQC",NA,NA,NA,"KONE16200A",20160718,NA,"USGSNWQL",2016-07-12 13:50:00,"UTC"
"366","USGS","01209700",2016-07-12,"08:50",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"9","9","9",NA,"62855",NA,0.85,NA,"AKP01","S",0.05,"DLDQC",NA,NA,NA,"PTNP201A",20160721,NA,"USGSNWQL",2016-07-12 13:50:00,"UTC"
"367","USGS","01209700",2016-07-19,"11:40",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"5","7","9",NA,"00605",NA,0.32,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-19 16:40:00,"UTC"
"368","USGS","01209700",2016-07-19,"11:40",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"5","7","9",NA,"00608",NA,0.02,"n","SHC02","S",0.01,"DLDQC",NA,NA,NA,"KONE16210A",20160729,NA,"USGSNWQL",2016-07-19 16:40:00,"UTC"
"369","USGS","01209700",2016-07-19,"11:40",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"5","7","9",NA,"00613",NA,0.002,NA,"DZ001","S",0.001,"DLDQC",NA,NA,NA,"KONE16210A",20160729,NA,"USGSNWQL",2016-07-19 16:40:00,"UTC"
"370","USGS","01209700",2016-07-19,"11:40",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"5","7","9",NA,"00618",NA,0.415,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-19 16:40:00,"UTC"
"371","USGS","01209700",2016-07-19,"11:40",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"5","7","9",NA,"00631",NA,0.417,NA,"RED01","S",0.04,"DLDQC",NA,NA,NA,"KNO316209A",20160727,NA,"USGSNWQL",2016-07-19 16:40:00,"UTC"
"372","USGS","01209700",2016-07-19,"11:40",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"5","7","9",NA,"00660",NA,0.17,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-19 16:40:00,"UTC"
"373","USGS","01209700",2016-07-19,"11:40",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"5","7","9",NA,"00665",NA,0.1,NA,"CL021","S",0.004,"DLDQC",NA,NA,NA,"PELW209C",20160728,NA,"USGSNWQL",2016-07-19 16:40:00,"UTC"
"374","USGS","01209700",2016-07-19,"11:40",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"5","7","9",NA,"00671",NA,0.055,NA,"PHM01","S",0.004,"DLDQC",NA,NA,NA,"KONE16210A",20160729,NA,"USGSNWQL",2016-07-19 16:40:00,"UTC"
"375","USGS","01209700",2016-07-19,"11:40",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"5","7","9",NA,"62855",NA,0.75,NA,"AKP01","S",0.05,"DLDQC",NA,NA,NA,"PTNP215A",20160802,NA,"USGSNWQL",2016-07-19 16:40:00,"UTC"
"376","USGS","01209700",2016-07-26,"12:40",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"5","9","9",NA,"00605",NA,0.54,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-26 17:40:00,"UTC"
"377","USGS","01209700",2016-07-26,"12:40",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"5","9","9",NA,"00608",NA,0.02,"n","SHC02","S",0.01,"DLDQC",NA,NA,NA,"KONE16216A",20160803,NA,"USGSNWQL",2016-07-26 17:40:00,"UTC"
"378","USGS","01209700",2016-07-26,"12:40",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"5","9","9",NA,"00613",NA,0.004,NA,"DZ001","S",0.001,"DLDQC",NA,NA,NA,"KONE16216A",20160803,NA,"USGSNWQL",2016-07-26 17:40:00,"UTC"
"379","USGS","01209700",2016-07-26,"12:40",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"5","9","9",NA,"00618",NA,0.291,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-26 17:40:00,"UTC"
"380","USGS","01209700",2016-07-26,"12:40",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"5","9","9",NA,"00631",NA,0.295,NA,"RED01","S",0.04,"DLDQC",NA,NA,NA,"KNO316229A",20160816,NA,"USGSNWQL",2016-07-26 17:40:00,"UTC"
"381","USGS","01209700",2016-07-26,"12:40",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"5","9","9",NA,"00660",NA,0.187,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-26 17:40:00,"UTC"
"382","USGS","01209700",2016-07-26,"12:40",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"5","9","9",NA,"00665",NA,0.142,NA,"CL021","S",0.004,"DLDQC",NA,NA,NA,"PELW221A",20160811,NA,"USGSNWQL",2016-07-26 17:40:00,"UTC"
"383","USGS","01209700",2016-07-26,"12:40",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"5","9","9",NA,"00671",NA,0.061,NA,"PHM01","S",0.004,"DLDQC",NA,NA,NA,"KONE16216A",20160803,NA,"USGSNWQL",2016-07-26 17:40:00,"UTC"
"384","USGS","01209700",2016-07-26,"12:40",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"5","9","9",NA,"62855",NA,0.85,NA,"AKP01","S",0.05,"DLDQC",NA,NA,NA,"PTNP216B",20160804,NA,"USGSNWQL",2016-07-26 17:40:00,"UTC"
"385","USGS","01209700",2016-08-02,"10:20",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"9","9","9","MM-48035A","00605",NA,0.31,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-02 15:20:00,"UTC"
"386","USGS","01209700",2016-08-02,"10:20",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"9","9","9","MM-48035A","00608",NA,0.02,"n","SHC02","S",0.01,"DLDQC",NA,NA,NA,"KONE16222A",20160809,NA,"USGSNWQL",2016-08-02 15:20:00,"UTC"
"387","USGS","01209700",2016-08-02,"10:20",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"9","9","9","MM-48035A","00613",NA,0.003,NA,"DZ001","S",0.001,"DLDQC",NA,NA,NA,"KONE16222A",20160809,NA,"USGSNWQL",2016-08-02 15:20:00,"UTC"
"388","USGS","01209700",2016-08-02,"10:20",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"9","9","9","MM-48035A","00618",NA,0.5,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-02 15:20:00,"UTC"
"389","USGS","01209700",2016-08-02,"10:20",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"9","9","9","MM-48035A","00631",NA,0.504,NA,"RED01","S",0.04,"DLDQC",NA,NA,NA,"KNO316237A",20160824,NA,"USGSNWQL",2016-08-02 15:20:00,"UTC"
"390","USGS","01209700",2016-08-02,"10:20",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"9","9","9","MM-48035A","00660",NA,0.247,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-02 15:20:00,"UTC"
"391","USGS","01209700",2016-08-02,"10:20",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"9","9","9","MM-48035A","00665",NA,0.109,NA,"CL021","S",0.004,"DLDQC",NA,NA,NA,"PELW228D",20160816,NA,"USGSNWQL",2016-08-02 15:20:00,"UTC"
"392","USGS","01209700",2016-08-02,"10:20",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"9","9","9","MM-48035A","00671",NA,0.081,NA,"PHM01","S",0.004,"DLDQC",NA,NA,NA,"KONE16222A",20160809,NA,"USGSNWQL",2016-08-02 15:20:00,"UTC"
"393","USGS","01209700",2016-08-02,"10:20",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"9","9","9","MM-48035A","62855",NA,0.83,NA,"AKP01","S",0.05,"DLDQC",NA,NA,NA,"PTNP228A",20160815,NA,"USGSNWQL",2016-08-02 15:20:00,"UTC"
"394","USGS","01209700",2016-08-18,"09:30",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00605",NA,0.37,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-18 14:30:00,"UTC"
"395","USGS","01209700",2016-08-18,"09:30",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00608",NA,0.02,"n","SHC02","S",0.01,"DLDQC",NA,NA,NA,"KONE16239A",20160826,NA,"USGSNWQL",2016-08-18 14:30:00,"UTC"
"396","USGS","01209700",2016-08-18,"09:30",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00613",NA,0.003,NA,"DZ001","S",0.001,"DLDQC",NA,NA,NA,"KONE16239A",20160826,NA,"USGSNWQL",2016-08-18 14:30:00,"UTC"
"397","USGS","01209700",2016-08-18,"09:30",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00618",NA,0.477,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-18 14:30:00,"UTC"
"398","USGS","01209700",2016-08-18,"09:30",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00631",NA,0.48,NA,"RED01","S",0.04,"DLDQC",NA,NA,NA,"KNO316243A",20160830,NA,"USGSNWQL",2016-08-18 14:30:00,"UTC"
"399","USGS","01209700",2016-08-18,"09:30",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00660",NA,0.181,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-18 14:30:00,"UTC"
"400","USGS","01209700",2016-08-18,"09:30",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00665",NA,0.114,NA,"CL021","S",0.004,"DLDQC",NA,NA,NA,"PELW251A",20160908,NA,"USGSNWQL",2016-08-18 14:30:00,"UTC"
"401","USGS","01209700",2016-08-18,"09:30",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00671",NA,0.059,NA,"PHM01","S",0.004,"DLDQC",NA,NA,NA,"KONE16239A",20160826,NA,"USGSNWQL",2016-08-18 14:30:00,"UTC"
"402","USGS","01209700",2016-08-18,"09:30",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"62855",NA,0.87,NA,"AKP01","S",0.05,"DLDQC",NA,NA,NA,"PTNP238A",20160826,NA,"USGSNWQL",2016-08-18 14:30:00,"UTC"
"403","USGS","01209700",2016-09-13,"09:30",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00605",NA,0.19,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-09-13 14:30:00,"UTC"
"404","USGS","01209700",2016-09-13,"09:30",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00608",NA,0.01,"n","SHC02","S",0.01,"DLDQC",NA,NA,NA,"KONE16263A",20160919,NA,"USGSNWQL",2016-09-13 14:30:00,"UTC"
"405","USGS","01209700",2016-09-13,"09:30",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00613",NA,0.003,NA,"DZ001","S",0.001,"DLDQC",NA,NA,NA,"KONE16265A",20160922,NA,"USGSNWQL",2016-09-13 14:30:00,"UTC"
"406","USGS","01209700",2016-09-13,"09:30",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00618",NA,0.472,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-09-13 14:30:00,"UTC"
"407","USGS","01209700",2016-09-13,"09:30",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00631",NA,0.475,NA,"RED01","S",0.04,"DLDQC",NA,NA,NA,"KNO316277A",20161003,NA,"USGSNWQL",2016-09-13 14:30:00,"UTC"
"408","USGS","01209700",2016-09-13,"09:30",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00660",NA,0.051,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-09-13 14:30:00,"UTC"
"409","USGS","01209700",2016-09-13,"09:30",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00665",NA,0.043,NA,"CL021","S",0.004,"DLDQC",NA,NA,NA,"PELW264B",20160921,NA,"USGSNWQL",2016-09-13 14:30:00,"UTC"
"410","USGS","01209700",2016-09-13,"09:30",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00671",NA,0.017,NA,"PHM01","S",0.004,"DLDQC",NA,NA,NA,"KONE16263A",20160919,NA,"USGSNWQL",2016-09-13 14:30:00,"UTC"
"411","USGS","01209700",2016-09-13,"09:30",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"62855",NA,0.68,NA,"AKP01","S",0.05,"DLDQC",NA,NA,NA,"PTNP265A",20160921,NA,"USGSNWQL",2016-09-13 14:30:00,"UTC"
